Household ID,Average age of adults in household (in years),Monthly household income (in Rs.),Number of adults in household,Avg.income,Current cable operator subscription fees (Rs. per month),Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Total,Avg Genre11,Avg Genre22,Avg Genre33,Avg Genre44,Avg Genre55,Avg Genre66,Avg Genre77,Avg Genre88,Proposed Plan (Genres included),Proposed subscription fee (Rs. per month),Survey Response
100802,42,"15,492",5,3098.4,490,369,464,797,6783,6595,2752,430,0,18190,0.020285871,0.025508521,0.043815283,0.372897196,0.362561847,0.151291919,0.023639362,0,"8,7,5,4,2",380,"Yes, I will switch!"
107560,58,"2,56,592",3,85530.66667,575,203,1966,626,338,1946,3276,4147,0,12502,0.016237402,0.157254839,0.050071988,0.027035674,0.155655095,0.262038074,0.331706927,0,"8,7,5,4,2",310,"Yes, I will switch!"
112201,44,"1,31,397",3,43799,500,9,2,332,131,1533,249,409,0,2665,0.003377111,0.000750469,0.124577861,0.049155722,0.575234522,0.093433396,0.153470919,0,"8,7,5,4",240,"Yes, I will switch!"
101109,21,"2,85,556",4,71389,500,13,0,16,145,192,596,998,0,1960,0.006632653,0,0.008163265,0.073979592,0.097959184,0.304081633,0.509183673,0,"8,7,5,4",250,Not interested
110517,56,"4,63,987",4,115996.75,500,89,43,1867,831,7163,499,1150,7,11649,0.007640141,0.003691304,0.160271268,0.071336595,0.614902567,0.042836295,0.09872092,0.00060091,"8,7,5,4",230,Not interested
107632,39,"4,24,052",4,106013,550,921,145,547,172,881,110,2250,1,5027,0.183210662,0.028844241,0.108812413,0.034215238,0.17525363,0.021881838,0.447583052,0.000198926,"8,7,5,4",200,"Yes, I will switch!"
111216,47,"2,64,577",4,66144.25,490,1351,20,880,179,1026,274,652,0,4382,0.308306709,0.004564126,0.200821543,0.040848927,0.234139662,0.062528526,0.148790507,0,"8,7,5,3,4",300,"Yes, I will switch!"
111111,67,"1,59,559",5,31911.8,500,82,664,1656,668,2175,800,157,24,6226,0.013170575,0.106649534,0.265981368,0.107292001,0.349341471,0.128493415,0.025216833,0.003854802,"8,7,5,3,4",350,"Yes, I will switch!"
110270,53,"4,50,637",5,90127.4,520,171,136,1489,485,4218,1445,344,77,8365,0.020442319,0.016258219,0.178003586,0.057979677,0.504243873,0.172743574,0.04112373,0.009205021,"8,7,5,3,2",340,Not interested
108717,28,"1,00,495",4,25123.75,525,76,10,121,2824,2365,8789,25,105,14315,0.005309116,0.000698568,0.008452672,0.197275585,0.165211317,0.613971359,0.00174642,0.007334963,"8,7,5,3,2",370,"Yes, I will switch!"
100114,24,"2,14,135",4,53533.75,600,225,437,893,1304,1036,95,244,1,4235,0.053128689,0.103187721,0.210861865,0.307910272,0.244628099,0.022432113,0.057615112,0.000236128,"8,7,5,3,2",330,"Yes, I will switch!"
112167,38,"4,73,412",3,157804,475,21,426,1408,1585,2491,2474,825,0,9230,0.00227519,0.046153846,0.152546046,0.171722644,0.269880823,0.268039003,0.089382449,0,"8,7,5,2,1",340,Not interested
106882,64,"4,94,428",4,123607,520,52,315,2218,486,1729,547,598,25,5970,0.008710218,0.052763819,0.371524288,0.081407035,0.28961474,0.091624791,0.100167504,0.004187605,"8,7,5,2,1",390,"Yes, I will switch!"
109840,40,"2,05,566",3,68522,500,144,145,3091,507,3458,1032,91,57,8525,0.016891496,0.017008798,0.362580645,0.059472141,0.405630499,0.121055718,0.010674487,0.006686217,"8,7,5,2",240,"Yes, I will switch!"
108893,20,"3,46,769",4,86692.25,500,145,361,489,1974,2418,1011,497,17,6912,0.020978009,0.052228009,0.070746528,0.285590278,0.349826389,0.146267361,0.071903935,0.002459491,"8,7,5,2",250,Not interested
108731,39,"3,79,695",3,126565,500,98,671,167,73,768,55,903,0,2735,0.03583181,0.245338208,0.061060329,0.026691042,0.280804388,0.020109689,0.330164534,0,"8,7,5,2",260,Not interested
100889,18,"41,710",3,13903.33333,515,315,103,507,2118,2950,717,1302,8,8020,0.039276808,0.012842893,0.063216958,0.264089776,0.367830424,0.089401496,0.16234414,0.000997506,"8,7,5,2",240,Not interested
101447,22,"4,92,063",3,164021,515,182,1733,2357,821,4201,3022,369,29,12714,0.014314928,0.136306434,0.185386188,0.064574485,0.330423156,0.237690735,0.029023124,0.00228095,"8,7,5,2",280,Not interested
112197,48,"90,593",4,22648.25,540,115,384,383,311,1017,419,58,0,2687,0.04279866,0.142910309,0.142538147,0.115742464,0.378489021,0.155935988,0.021585411,0,"8,7,5",160,"Yes, I will switch!"
102501,57,"4,27,778",3,142592.6667,540,41,137,54,0,165,14,97,55,563,0.072824156,0.243339254,0.095914742,0,0.293072824,0.024866785,0.172291297,0.097690941,"8,7,5",160,Not interested
111140,28,"2,63,686",5,52737.2,550,200,154,1247,800,1837,841,1000,23,6102,0.032776139,0.025237627,0.204359226,0.131104556,0.301048836,0.137823664,0.163880695,0.003769256,"8,7,5",160,"Yes, I will switch!"
107585,40,"3,25,633",4,81408.25,500,554,44,839,166,1177,277,139,0,3196,0.173341677,0.013767209,0.262515645,0.051939925,0.368272841,0.086670839,0.043491865,0,"8,7,4,6,5",320,Not interested
103733,35,"28,274",5,5654.8,525,180,15,360,319,2871,569,52,0,4366,0.041227668,0.003435639,0.082455337,0.07306459,0.65758131,0.13032524,0.011910215,0,"8,7,4,6,5",280,"Yes, I will switch!"
109968,62,"4,35,788",4,108947,550,0,160,538,222,745,260,134,6,2065,0,0.07748184,0.260532688,0.107506053,0.360774818,0.12590799,0.064891041,0.002905569,"8,7,4,6,5",320,"Yes, I will switch!"
106562,53,"97,769",5,19553.8,510,1047,31,2011,226,3408,90,1144,64,8021,0.130532353,0.003864855,0.250716868,0.028176038,0.424884678,0.011220546,0.142625608,0.007979055,"8,7,4,6,2",360,"Yes, I will switch!"
106972,18,"1,36,835",3,45611.66667,510,93,7,339,84,1070,89,157,33,1872,0.049679487,0.003739316,0.181089744,0.044871795,0.571581197,0.047542735,0.083867521,0.017628205,"8,7,4,6,2",300,Not interested
101760,45,"2,69,707",5,53941.4,525,1144,440,1769,164,1461,460,303,5,5746,0.199095023,0.076575009,0.307866342,0.028541594,0.254263836,0.080055691,0.052732336,0.000870171,"8,7,4,6,2",320,Not interested
100154,33,"4,60,807",3,153602.3333,550,557,139,711,1412,2132,1052,1070,32,7105,0.078395496,0.019563688,0.100070373,0.198733286,0.300070373,0.148064743,0.15059817,0.004503871,"8,7,4,6,2",360,"Yes, I will switch!"
100200,67,"4,19,262",5,83852.4,490,6,2,433,77,526,85,1192,1,2322,0.002583979,0.000861326,0.186477175,0.033161068,0.226528854,0.036606374,0.51335056,0.000430663,"8,7,4,6,1",310,Not interested
108730,30,"97,141",3,32380.33333,510,427,57,1193,166,1228,174,2535,38,5818,0.073392919,0.009797181,0.205053283,0.028532142,0.211069096,0.029907185,0.435716741,0.006531454,"8,7,4,6,1",310,Not interested
103117,34,"4,84,085",5,96817,525,83,133,602,142,725,223,374,0,2282,0.036371604,0.058282209,0.263803681,0.062226117,0.317703769,0.097721297,0.163891323,0,"8,7,4,6,1",350,Not interested
103966,50,"21,858",3,7286,550,766,59,536,3061,5374,1856,13,0,11665,0.065666524,0.005057865,0.045949421,0.262408916,0.460694385,0.159108444,0.001114445,0,"8,7,4,6,1",340,Not interested
101267,41,"1,28,238",5,25647.6,515,86,47,757,497,930,382,25,0,2724,0.031571219,0.017254038,0.277900147,0.182452276,0.341409692,0.140234949,0.00917768,0,"8,7,4,6",210,"Yes, I will switch!"
109550,28,"3,45,961",5,69192.2,525,4294,35,656,491,596,65,377,0,6514,0.659195579,0.005373043,0.100706171,0.075376113,0.091495241,0.009978508,0.057875345,0,"8,7,4,6",210,Not interested
100893,68,"4,37,912",5,87582.4,550,1319,196,589,339,3057,1264,1370,200,8334,0.158267339,0.023518119,0.070674346,0.040676746,0.366810655,0.151667867,0.164386849,0.02399808,"8,7,4,6",220,Not interested
105973,67,"3,58,291",5,71658.2,560,11,396,588,241,2317,1849,328,0,5730,0.001919721,0.069109948,0.102617801,0.042059337,0.404363002,0.322687609,0.057242583,0,"8,7,4,6",200,"Yes, I will switch!"
103314,37,"3,66,405",5,73281,525,27,117,1459,1166,2497,2405,800,0,8471,0.003187345,0.013811829,0.172234683,0.137646087,0.294770393,0.28390981,0.094439854,0,"8,7,4,5,6",310,Not interested
111810,59,"4,95,377",5,99075.4,560,442,139,2990,4421,5267,826,8678,203,22966,0.019245842,0.006052425,0.130192458,0.192501959,0.229339023,0.035966211,0.377862928,0.008839154,"8,7,4,5,6",320,"Yes, I will switch!"
111518,39,"4,56,627",4,114156.75,490,111,357,3876,2594,3809,400,2874,129,14150,0.007844523,0.025229682,0.273922261,0.183321555,0.269187279,0.028268551,0.203109541,0.009116608,"8,7,4,5,3",350,Not interested
104197,38,"44,157",5,8831.4,525,194,215,447,736,1245,328,1746,0,4911,0.039503156,0.043779271,0.091020159,0.149867644,0.253512523,0.066788841,0.355528406,0,"8,7,4,5,3",350,"Yes, I will switch!"
103439,64,"1,61,212",5,32242.4,525,690,315,1473,930,1879,1664,1223,18,8192,0.084228516,0.038452148,0.17980957,0.113525391,0.229370117,0.203125,0.149291992,0.002197266,"8,7,4,5,3",340,Not interested
112051,63,"1,10,983",5,22196.6,490,3544,290,1687,878,5186,829,1679,1,14094,0.25145452,0.020576132,0.119696325,0.062296012,0.367957996,0.058819356,0.119128707,7.10E-05,"8,7,4,5,2",360,Not interested
105834,70,"3,22,642",4,80660.5,525,19,21,347,642,1053,712,1659,24,4477,0.004243913,0.004690641,0.077507259,0.143399598,0.235202144,0.159035068,0.370560643,0.005360733,"8,7,4,5,2",300,Not interested
107041,26,"3,22,586",3,107528.6667,575,51,493,1128,426,1917,454,967,0,5436,0.009381898,0.090691685,0.207505519,0.078366446,0.352649007,0.083517292,0.177888153,0,"8,7,4,5,2",320,"Yes, I will switch!"
103006,47,"3,99,837",4,99959.25,475,1073,455,785,764,3639,522,2716,53,10007,0.107224943,0.045468172,0.078445088,0.076346557,0.363645448,0.052163486,0.271410013,0.005296293,"8,7,4,5,1",300,Not interested
101451,26,"2,49,879",4,62469.75,600,520,545,221,85,213,678,173,0,2435,0.213552361,0.223819302,0.090759754,0.034907598,0.087474333,0.278439425,0.071047228,0,"8,7,4,5,1",310,Not interested
111745,29,"32,856",5,6571.2,500,0,114,104,2,99,56,16,0,391,0,0.291560102,0.265984655,0.00511509,0.253196931,0.143222506,0.040920716,0,"8,7,4,3,5",330,Not interested
104346,21,"2,75,922",4,68980.5,515,426,67,518,2749,3894,2798,672,87,11211,0.037998394,0.005976273,0.04620462,0.245205602,0.347337436,0.249576309,0.059941129,0.007760235,"8,7,4,3,5",340,"Yes, I will switch!"
107130,41,"3,76,889",4,94222.25,490,2041,73,1056,1774,2842,1443,2111,0,11340,0.179982363,0.00643739,0.093121693,0.15643739,0.250617284,0.127248677,0.186155203,0,"8,7,4,2,1",350,"Yes, I will switch!"
101467,47,"2,18,664",3,72888,500,75,1057,4763,293,5812,581,1224,163,13968,0.005369416,0.075672967,0.3409937,0.020976518,0.416093929,0.041595074,0.087628866,0.01166953,"8,7,4,2,1",330,Not interested
109784,26,"2,81,026",5,56205.2,510,38,299,247,970,1781,983,1078,6,5402,0.007034432,0.05534987,0.045723806,0.179563125,0.329692706,0.181969641,0.19955572,0.0011107,"8,7,4,2,1",360,"Yes, I will switch!"
101569,47,"2,90,344",5,58068.8,490,81,36,945,597,2571,1048,632,103,6013,0.013470813,0.005987028,0.157159488,0.099284883,0.427573591,0.17428904,0.105105605,0.017129553,"8,7,4,2",310,Not interested
111782,37,"47,423",5,9484.6,500,92,74,1424,407,4197,1559,74,0,7827,0.011754184,0.009454453,0.18193433,0.051999489,0.536220774,0.199182318,0.009454453,0,"8,7,4,2",250,Not interested
105484,53,"34,655",4,8663.75,510,369,28,850,567,4208,113,3537,0,9672,0.038151365,0.002894955,0.087882548,0.058622829,0.435070306,0.011683209,0.365694789,0,"8,7,4,2",270,Not interested
105953,65,"2,12,762",5,42552.4,510,643,1732,1563,3251,3857,3340,629,128,15143,0.042461864,0.114376279,0.103216007,0.214686654,0.254705144,0.220563957,0.041537344,0.00845275,"8,7,4,2",280,Not interested
103978,62,"1,53,247",3,51082.33333,550,1065,22,388,1719,2125,263,764,2,6348,0.167769376,0.003465658,0.061121613,0.270793951,0.334751103,0.041430372,0.120352867,0.00031506,"8,7,4,2",300,Not interested
103433,47,"4,62,612",5,92522.4,550,23,55,767,732,1139,163,47,0,2926,0.00786056,0.018796992,0.262132604,0.250170882,0.389268626,0.05570745,0.016062884,0,"8,7,4,2",270,Not interested
111574,66,"42,956",4,10739,515,152,92,1580,3383,8478,1787,612,140,16224,0.009368836,0.005670611,0.097386588,0.208518245,0.522559172,0.110145464,0.037721893,0.008629191,"8,7,4,1,6",310,Not interested
109056,31,"1,23,139",5,24627.8,525,34,1,2722,424,2318,753,418,136,6806,0.004995592,0.000146929,0.399941228,0.062297972,0.34058184,0.110637673,0.061416397,0.019982368,"8,7,4,1,6",300,Not interested
111397,60,"4,54,665",5,90933,550,875,37,543,27,780,58,649,0,2969,0.294712024,0.012462108,0.182889862,0.009093971,0.262714719,0.019535197,0.218592119,0,"8,7,4,1,6",360,"Yes, I will switch!"
100771,53,"4,61,370",4,115342.5,490,268,1454,30,33,347,731,50,0,2913,0.092001373,0.499141778,0.010298661,0.011328527,0.119121181,0.250944044,0.017164435,0,"8,7,4,1,5",320,Not interested
105165,63,"1,97,055",4,49263.75,500,294,68,1430,1237,3452,1174,700,101,8456,0.034768212,0.008041627,0.169110691,0.14628666,0.408230842,0.138836329,0.082781457,0.011944182,"8,7,4,1,5",290,"Yes, I will switch!"
108894,41,"4,69,226",5,93845.2,500,24,1106,1407,266,1148,1984,775,8,6718,0.003572492,0.164632331,0.209437333,0.039595118,0.170884192,0.29532599,0.115361715,0.001190831,"8,7,4,1,5",370,Not interested
112044,69,"1,64,261",3,54753.66667,550,295,167,448,341,1036,179,906,5,3377,0.087355641,0.049452176,0.132662126,0.100977199,0.306781167,0.053005626,0.26828546,0.001480604,"8,7,4,1,5",370,Not interested
101892,68,"1,39,973",4,34993.25,490,51,155,256,191,394,200,50,0,1297,0.039321511,0.119506554,0.197378566,0.147262914,0.303777949,0.154202005,0.038550501,0,"8,7,4,1",290,Not interested
103479,53,"3,51,626",4,87906.5,500,2,187,180,31,381,81,69,0,931,0.002148228,0.200859291,0.193340494,0.03329753,0.409237379,0.087003222,0.074113856,0,"8,7,4,1",240,Not interested
107516,40,"4,68,133",4,117033.25,500,377,123,359,492,2335,912,202,27,4827,0.078102341,0.025481666,0.074373317,0.101926663,0.483737311,0.188937228,0.041847939,0.005593536,"8,7,4,1",230,"Yes, I will switch!"
109800,38,"66,199",5,13239.8,575,491,456,2194,1641,2356,1565,77,74,8854,0.055455162,0.051502146,0.247797606,0.185339959,0.266094421,0.176756268,0.008696634,0.008357804,"8,7,4,1",260,Not interested
108744,69,"1,47,885",5,29577,490,501,0,388,389,1338,134,172,3,2925,0.171282051,0,0.132649573,0.132991453,0.457435897,0.045811966,0.058803419,0.001025641,"8,7,4",140,"Yes, I will switch!"
110089,35,"2,13,843",3,71281,490,509,2173,2117,1123,2635,2382,703,122,11764,0.043267596,0.184716083,0.179955797,0.095460728,0.223988439,0.202482149,0.059758586,0.010370622,"8,7,4",160,"Yes, I will switch!"
107303,19,"2,74,217",3,91405.66667,490,877,86,873,313,1226,450,408,0,4233,0.207181668,0.02031656,0.206236712,0.07394283,0.289629105,0.106307583,0.096385542,0,"8,7,4",160,Not interested
105170,19,"1,76,524",3,58841.33333,475,3,251,619,684,2118,446,92,1,4214,0.000711913,0.05956336,0.146891315,0.162316089,0.502610346,0.105837684,0.021831989,0.000237304,"8,7,3,6,5",330,"Yes, I will switch!"
107706,49,"4,23,480",3,141160,510,111,228,745,584,2506,1467,197,1,5839,0.019010104,0.039047782,0.127590341,0.100017126,0.429183079,0.251241651,0.033738654,0.000171262,"8,7,3,6,5",270,Not interested
103713,25,"1,30,096",3,43365.33333,525,49,321,350,164,474,75,95,0,1528,0.032068063,0.210078534,0.229057592,0.107329843,0.310209424,0.04908377,0.062172775,0,"8,7,3,6,5",330,Not interested
112095,48,"1,88,955",3,62985,560,462,32,1497,3709,8384,2307,4,213,16608,0.027817919,0.001926782,0.090137283,0.223326108,0.504816956,0.13890896,0.000240848,0.012825145,"8,7,3,6,2",380,Not interested
104104,42,"2,60,853",4,65213.25,560,2,0,41,2,123,43,112,0,323,0.00619195,0,0.126934985,0.00619195,0.380804954,0.133126935,0.346749226,0,"8,7,3,6,2",360,"Yes, I will switch!"
105261,31,"2,73,252",4,68313,575,205,89,1609,271,3609,456,2104,0,8343,0.024571497,0.010667626,0.192856287,0.032482321,0.432578209,0.054656598,0.252187463,0,"8,7,3,6,2",370,"Yes, I will switch!"
107999,63,"3,67,260",3,122420,475,167,3590,501,990,1110,1533,284,17,8192,0.020385742,0.438232422,0.061157227,0.120849609,0.135498047,0.187133789,0.034667969,0.002075195,"8,7,3,6,1",330,Not interested
109027,61,"3,24,040",4,81010,550,741,715,5214,795,6293,1431,849,41,16079,0.046084956,0.04446794,0.324273898,0.049443373,0.391380061,0.088998072,0.052801791,0.00254991,"8,7,3,6,1",300,Not interested
104602,49,"15,176",3,5058.666667,475,877,13,1645,2091,5318,1793,2364,31,14132,0.062057741,0.000919898,0.116402491,0.147962072,0.376309086,0.126875177,0.167279932,0.002193603,"8,7,3,6",240,Not interested
106513,62,"84,918",3,28306,490,7084,522,1554,269,921,189,1791,26,12356,0.573324701,0.042246682,0.125768857,0.0217708,0.074538686,0.015296212,0.144949822,0.002104241,"8,7,3,6",220,Not interested
107126,48,"2,97,405",5,59481,575,272,31,697,933,1137,344,437,0,3851,0.070631005,0.008049857,0.18099195,0.242274734,0.295247988,0.089327447,0.113477019,0,"8,7,3,6",240,Not interested
103972,51,"3,41,712",4,85428,580,244,331,3905,4288,8043,2327,1292,134,20564,0.011865396,0.01609609,0.189894962,0.208519743,0.391120405,0.113158918,0.062828244,0.006516242,"8,7,3,6",210,Not interested
109676,51,"4,23,700",4,105925,515,16,57,1113,77,878,825,413,0,3379,0.004735129,0.016868896,0.329387393,0.022787807,0.259840189,0.244155075,0.122225511,0,"8,7,3,5",210,Not interested
105164,63,"3,19,155",3,106385,525,849,654,1601,278,4395,162,2076,20,10035,0.084603886,0.065171898,0.159541604,0.027703039,0.437967115,0.016143498,0.206875934,0.001993024,"8,7,3,5",220,"Yes, I will switch!"
105008,53,"60,782",4,15195.5,560,58,31,758,204,408,251,508,0,2218,0.026149684,0.013976555,0.341749324,0.091974752,0.183949504,0.113165014,0.229035167,0,"8,7,3,5",250,"Yes, I will switch!"
108388,33,"3,17,497",4,79374.25,600,32,829,680,1452,2046,1222,2397,4,8662,0.003694297,0.09570538,0.07850381,0.167628723,0.23620411,0.141075964,0.276725929,0.000461787,"8,7,3,5",220,"Yes, I will switch!"
109922,61,"3,20,941",5,64188.2,525,556,254,1664,3239,6898,3597,463,13,16684,0.033325342,0.015224167,0.099736274,0.194138096,0.413450012,0.21559578,0.027751139,0.00077919,"8,7,3,4,1",360,Not interested
106580,56,"4,35,476",4,108869,575,229,7,519,5196,6410,3637,477,18,16493,0.013884678,0.000424422,0.031467895,0.315042745,0.38864973,0.220517795,0.028921361,0.001091372,"8,7,3,4,1",370,Not interested
102183,38,"2,64,232",4,66058,475,441,585,1740,181,6113,212,579,132,9983,0.044175098,0.058599619,0.174296304,0.018130822,0.61234098,0.021236101,0.057998598,0.013222478,"8,7,3,4",230,"Yes, I will switch!"
109847,63,"4,10,624",3,136874.6667,475,101,551,1280,1109,2631,2080,651,9,8412,0.012006657,0.065501664,0.152163576,0.131835473,0.312767475,0.247265811,0.077389444,0.0010699,"8,7,3,4",220,"Yes, I will switch!"
102246,69,"62,842",4,15710.5,525,1348,1,143,4,767,11,1901,0,4175,0.322874251,0.000239521,0.034251497,0.000958084,0.183712575,0.002634731,0.455329341,0,"8,7,3,4",220,"Yes, I will switch!"
109390,36,"1,54,506",5,30901.2,580,142,0,1011,681,675,857,241,0,3607,0.039367896,0,0.280288328,0.188799556,0.187136124,0.237593568,0.066814527,0,"8,7,3,4",240,Not interested
106264,26,"1,26,562",4,31640.5,490,227,1,641,176,846,148,171,3,2213,0.102575689,0.000451875,0.289652056,0.07953005,0.382286489,0.066877542,0.077270673,0.001355626,"8,7,3,2",270,"Yes, I will switch!"
109667,60,"1,08,208",5,21641.6,500,583,78,208,313,484,910,322,0,2898,0.201173223,0.026915114,0.071773637,0.108005521,0.167011732,0.314009662,0.111111111,0,"8,7,3,2",300,"Yes, I will switch!"
108142,21,"4,09,722",3,136574,500,417,35,236,242,1568,256,47,9,2810,0.148398577,0.012455516,0.083985765,0.086120996,0.558007117,0.091103203,0.016725979,0.003202847,"8,7,3,2",270,Not interested
111666,37,"2,09,982",3,69994,580,6123,101,721,238,1796,709,11,3,9702,0.631106988,0.010410225,0.074314574,0.024531025,0.185116471,0.073077716,0.001133787,0.000309215,"8,7,3,2",310,Not interested
