initialUsedMemory,initialFreeMemory,query token,gcRun,gcInitialMemory,gcFinalMemory,gcTotalMemory,userTime,sysTime,realTime,cpuTimeTaken,finalUsedMemory,finalFreeMemory
5.761549331,2.0553452,token_10,0,0,0,0,0,0,0,0.180884715,5.856970169,1.959924363
5.584746577,2.285858892,token_10,0,0,0,0,0,0,0,0.182239337,5.674851574,2.195753895
6.62891528,1.275869876,token_10,0,0,0,0,0,0,0,0.180959703,6.727041952,1.177743204
5.471978754,2.13495484,token_10,0,0,0,0,0,0,0,0.181635798,5.567663945,2.039269648
4.621179022,2.628332697,token_11,0,0,0,0,0,0,0,0.190839646,4.720847979,2.52866374
4.200936966,3.048574753,token_11,0,0,0,0,0,0,0,0.190359791,4.296466514,2.953045204
5.393667072,2.114145428,token_11,0,0,0,0,0,0,0,0.189740049,5.490317464,2.017495036
5.347854838,2.288863912,token_11,0,0,0,0,0,0,0,0.191596198,5.444601923,2.192116827
6.116577871,1.661742441,token_11,0,0,0,0,0,0,0,0.186738222,6.213677034,1.564643279
5.156108499,2.669086814,token_11,0,0,0,0,0,0,0,0.188291623,5.260408282,2.56478703
5.133257799,2.769085951,token_11,0,0,0,0,0,0,0,0.189998652,5.236157775,2.666185975
4.864444718,2.549617782,token_11,0,0,0,0,0,0,0,0.189282091,4.960564204,2.453498296
5.889037363,1.325806387,token_11,0,0,0,0,0,0,0,0.189768224,5.989833035,1.225010715
6.219459176,1.226829886,token_11,1,6.224495888,4.332230568,7.482421875,0.09,0.01,0.01,0.190280051,4.423623376,3.058798499
6.097217478,1.548778616,token_11,0,0,0,0,0,0,0,0.190699771,6.196701363,1.449294731
6.286418781,1.288288251,token_11,0,0,0,0,0,0,0,0.189680226,6.381697729,1.193009302
5.983696632,1.72821743,token_11,0,0,0,0,0,0,0,0.190355039,6.082552247,1.629361816
6.689288527,1.055340379,token_11,0,0,0,0,0,0,0,0.188722495,6.790209629,0.954419278
6.183779351,1.65655268,token_11,0,0,0,0,0,0,0,0.188398753,6.289931975,1.550400056
5.004778713,2.966412693,token_11,0,0,0,0,0,0,0,0.192838955,5.091719955,2.879471451
6.709808335,1.261383072,token_11,0,0,0,0,0,0,0,0.189695164,6.811170369,1.160021037
5.397130027,2.640467629,token_11,0,0,0,0,0,0,0,0.189329903,5.487721115,2.549876541
6.482086763,0.998870268,token_11,0,0,0,0,0,0,0,0.191391591,6.580689557,0.900267474
5.513562515,2.274035141,token_11,0,0,0,0,0,0,0,0.190026511,5.620054767,2.16754289
6.629245609,1.296535641,token_11,0,0,0,0,0,0,0,0.192842729,6.722664863,1.203116387
7.300179802,0.536734261,token_11,0,0,0,0,0,0,0,0.189227973,7.395713732,0.441200331
6.815677635,1.006099708,token_11,0,0,0,0,0,0,0,0.189441281,6.921073958,0.900703385
5.241004609,2.595909454,token_11,0,0,0,0,0,0,0,0.197776565,5.337521069,2.499392994
6.538874328,1.155949891,token_11,0,0,0,0,0,0,0,0.189471928,6.638941191,1.055883028
5.254985504,2.543842621,token_11,0,0,0,0,0,0,0,0.192031212,5.356625475,2.44220265
6.203972265,1.649055079,token_11,0,0,0,0,0,0,0,0.183856976,6.302747414,1.55027993
5.719028249,2.119350657,token_11,0,0,0,0,0,0,0,0.189999004,5.820256762,2.018122144
5.75953339,2.167224422,token_11,0,0,0,0,0,0,0,0.190370851,5.85789755,2.068860263
6.828372397,0.859127603,token_11,0,0,0,0,0,0,0,0.188750333,6.928820342,0.758679658
4.720847979,2.52866374,token_12,0,0,0,0,0,0,0,0.207480036,4.861294337,2.388217382
4.919862993,2.267637007,token_12,0,0,0,0,0,0,0,0.209872709,5.061257534,2.126242466
4.923154145,2.566103667,token_12,0,0,0,0,0,0,0,0.210841306,5.070454784,2.418803029
5.442538545,2.204434112,token_12,0,0,0,0,0,0,0,0.211526196,5.580662787,2.066309869
5.531810753,2.164966591,token_12,0,0,0,0,0,0,0,0.214978264,5.667748094,2.02902925
4.467914075,3.418316394,token_12,0,0,0,0,0,0,0,0.210500995,4.598408014,3.287822455
6.244940907,1.657402843,token_12,0,0,0,0,0,0,0,0.209847406,6.396198511,1.506145239
6.088890232,1.372535549,token_12,0,0,0,0,0,0,0,0.207545144,6.227935418,1.233490363
4.592991382,2.678492993,token_12,0,0,0,0,0,0,0,0.209537835,4.729916528,2.541567847
4.849473864,2.571424574,token_12,0,0,0,0,0,0,0,0.211336449,4.989887424,2.431011014
5.056253061,2.661520377,token_12,0,0,0,0,0,0,0,0.214364589,5.19712206,2.520651378
6.198933765,1.506632641,token_12,0,0,0,0,0,0,0,0.20997605,6.336925298,1.368641108
6.504527323,1.207875021,token_12,0,0,0,0,0,0,0,0.209801557,6.649363652,1.063038692
5.523406476,2.22122243,token_12,0,0,0,0,0,0,0,0.209606997,5.666138984,2.078489922
5.183937415,2.675437585,token_12,0,0,0,0,0,0,0,0.209427674,5.324911319,2.534463681
5.356576562,2.614614844,token_12,0,0,0,0,0,0,0,0.212810741,5.483846851,2.487344556
5.9703485,2.046253063,token_12,0,0,0,0,0,0,0,0.216490529,6.110140108,1.906461455
5.79453592,2.22890158,token_12,0,0,0,0,0,0,0,0.213790817,5.929594643,2.093842857
5.973369256,1.653095588,token_12,0,0,0,0,0,0,0,0.205740957,6.110196672,1.516268171
6.823660016,0.96393764,token_12,0,0,0,0,0,0,0,0.210169886,6.97231286,0.815284796
5.920931488,1.922818512,token_12,0,0,0,0,0,0,0,0.210818572,6.065638214,1.778111786
6.844416805,0.948551945,token_12,0,0,0,0,0,0,0,0.209284961,6.984917112,0.808051638
6.223651029,1.65476694,token_12,0,0,0,0,0,0,0,0.209099876,6.358285412,1.520132557
5.2792257,2.604563363,token_12,0,0,0,0,0,0,0,0.207297097,5.409439385,2.474349678
7.082910776,0.786229849,token_12,0,0,0,0,0,0,0,0.208187017,7.224223904,0.644916721
5.179426827,2.644791923,token_12,0,0,0,0,0,0,0,0.209377903,5.31671793,2.50750082
5.792681336,2.060346007,token_12,0,0,0,0,0,0,0,0.207824264,5.931186989,1.921840355
6.355629258,1.525230117,token_12,0,0,0,0,0,0,0,0.209597814,6.500376292,1.380483083
6.208348282,1.696436875,token_12,0,0,0,0,0,0,0,0.210114869,6.344581448,1.560203709
6.413252465,1.10823191,token_12,0,0,0,0,0,0,0,0.213700534,6.553168446,0.968315929
4.861294337,2.388217382,token_13,0,0,0,0,0,0,0,0.121614115,4.919906877,2.329604842
5.135875508,2.097034648,token_13,1,5.167949677,4.107980728,6.299316406,0.11,0.01,0.02,0.124208474,4.135649338,2.163667068
5.788858272,1.718954228,token_13,1,5.818408966,4.113054276,7.549804688,0.11,0,0.01,0.1269147,4.137482651,3.412322037
5.444601923,2.192116827,token_13,0,0,0,0,0,0,0,0.122386264,5.49645558,2.14026317
4.713490233,2.97889258,token_13,0,0,0,0,0,0,0,0.120744575,4.779135615,2.913247198
5.462317996,2.362877317,token_13,0,0,0,0,0,0,0,0.121720604,5.510080852,2.315114461
4.173837423,3.728506327,token_13,0,0,0,0,0,0,0,0.120817197,4.215935461,3.686408289
5.741577603,2.064574741,token_13,0,0,0,0,0,0,0,0.12159723,5.795727842,2.010424502
4.903933428,2.437863447,token_13,0,0,0,0,0,0,0,0.121132474,4.955184244,2.386612631
6.094888404,1.408041283,token_13,0,0,0,0,0,0,0,0.119531729,6.151814647,1.35111504
4.399391927,3.209983073,token_13,0,0,0,0,0,0,0,0.121727396,4.444687948,3.164687052
6.359334119,1.364298694,token_13,0,0,0,0,0,0,0,0.130052272,6.422142699,1.301490113
5.869537652,1.900970161,token_13,0,0,0,0,0,0,0,0.128943019,5.922420472,1.848087341
5.25217434,2.523216285,token_13,0,0,0,0,0,0,0,0.130126168,5.308310047,2.467080578
6.836500086,1.003831945,token_13,0,0,0,0,0,0,0,0.12071256,6.903292321,0.937039711
6.412246279,1.512558408,token_13,0,0,0,0,0,0,0,0.124856318,6.471001327,1.45380336
6.829519726,1.16901543,token_13,0,0,0,0,0,0,0,0.123648317,6.897799663,1.100735493
6.089194372,1.948403284,token_13,0,0,0,0,0,0,0,0.130793381,6.142507024,1.895090632
5.678805381,2.006741494,token_13,0,0,0,0,0,0,0,0.121286489,5.738201961,1.947344914
5.074108921,2.779406704,token_13,0,0,0,0,0,0,0,0.122234101,5.121930897,2.731584728
6.565468229,1.360313021,token_13,0,0,0,0,0,0,0,0.121089901,6.629245609,1.296535641
6.682031415,1.110937335,token_13,0,0,0,0,0,0,0,0.121507432,6.74095846,1.05201029
7.078191213,0.771906443,token_13,0,0,0,0,0,0,0,0.121281219,7.132512078,0.717585579
5.983113877,1.853800185,token_13,0,0,0,0,0,0,0,0.120481847,6.04207328,1.794840783
6.344314687,1.097579844,token_13,0,0,0,0,0,0,0,0.123182716,6.410768069,1.031126462
5.158763096,2.557545498,token_13,0,0,0,0,0,0,0,0.121937297,5.208526261,2.507782333
5.973506071,1.838505648,token_13,0,0,0,0,0,0,0,0.117564741,6.02358868,1.788423039
5.78989277,2.080712698,token_13,0,0,0,0,0,0,0,0.120804184,5.849931657,2.020673811
5.85789755,2.068860263,token_13,0,0,0,0,0,0,0,0.121163988,5.915407769,2.011350043
5.302531593,2.304402001,token_13,0,0,0,0,0,0,0,0.120754865,5.358728021,2.248205572
4.919906877,2.329604842,token_14,0,0,0,0,0,0,0,0.2276195,5.050118774,2.199392945
4.392513394,2.840396762,token_14,0,0,0,0,0,0,0,0.23515376,4.513786338,2.719123818
4.518451676,2.786724105,token_14,0,0,0,0,0,0,0,0.237348381,4.646347396,2.658828385
5.129080333,2.507638417,token_14,0,0,0,0,0,0,0,0.232379645,5.265923098,2.370795652
4.454914108,3.237468705,token_14,0,0,0,0,0,0,0,0.231736829,4.573110223,3.11927259
4.706711479,3.095046334,token_14,0,0,0,0,0,0,0,0.229773087,4.834843129,2.966914684
4.534914851,3.367428899,token_14,0,0,0,0,0,0,0,0.232645621,4.660736747,3.241607003
5.751608968,1.583840251,token_14,0,0,0,0,0,0,0,0.223858664,5.88141223,1.454036988
4.243498974,2.880524464,token_14,0,0,0,0,0,0,0,0.231789513,4.358709194,2.765314244
6.150715023,1.331706852,token_14,0,0,0,0,0,0,0,0.234011919,6.279497042,1.202924833
5.338253841,2.249148503,token_14,0,0,0,0,0,0,0,0.232376861,5.459403045,2.127999298
6.925229199,0.649477832,token_14,0,0,0,0,0,0,0,0.239636333,7.057316393,0.517390639
6.222386844,1.507593624,token_14,0,0,0,0,0,0,0,0.233272467,6.349153183,1.380827285
5.814502813,1.988719843,token_14,0,0,0,0,0,0,0,0.241856181,5.947989389,1.855233267
5.88398461,1.930468515,token_14,0,0,0,0,0,0,0,0.240786673,6.021854825,1.7925983
5.212762609,2.73987411,token_14,0,0,0,0,0,0,0,0.270485488,5.35737747,2.595259249
5.547657713,2.462596193,token_14,0,0,0,0,0,0,0,0.24708197,5.67018754,2.340066366
7.305217966,0.711383596,token_14,1,7.393798828,4.891271591,8.0234375,0.23,0.02,0.04,0.238793796,4.924026802,3.099410698
5.906915404,1.796209596,token_14,0,0,0,0,0,0,0,0.230302637,6.026036993,1.677088007
6.504875511,1.282722145,token_14,0,0,0,0,0,0,0,0.230565241,6.626123771,1.161473885
5.883150756,1.848782837,token_14,0,0,0,0,0,0,0,0.229941518,6.014208607,1.717724986
6.96323581,0.873678252,token_14,0,0,0,0,0,0,0,0.230924112,7.089698263,0.7472158
5.527281158,2.361390717,token_14,0,0,0,0,0,0,0,0.229891373,5.661734939,2.226936936
5.852090582,2.03169848,token_14,0,0,0,0,0,0,0,0.229579068,5.982304312,1.90148475
7.035284698,0.659539521,token_14,0,0,0,0,0,0,0,0.229795214,7.174019679,0.520804539
5.208526261,2.507782333,token_14,0,0,0,0,0,0,0,0.229570957,5.332993008,2.383315586
5.630975842,2.185918689,token_14,0,0,0,0,0,0,0,0.22854907,5.761549331,2.0553452
5.517242543,2.359710582,token_14,0,0,0,0,0,0,0,0.231289084,5.653924368,2.223028757
5.572634436,2.33215072,token_14,0,0,0,0,0,0,0,0.237384316,5.69111935,2.213665806
6.750425525,0.77105885,token_14,0,0,0,0,0,0,0,0.230101367,6.878733933,0.642750442
5.050118774,2.199392945,token_15,1,5.12083149,4.137336731,7.249511719,0.17,0.01,0.03,0.275411107,4.239779249,3.00973247
5.276666321,1.910833679,token_15,0,0,0,0,0,0,0,0.274703314,5.451302156,1.736197844
5.819593623,1.539293095,token_15,1,5.875105858,4.12620163,7.451171875,0.15,0,0.02,0.279489048,4.247627117,3.203544758
5.652254418,1.905851051,token_15,0,0,0,0,0,0,0,0.276856322,5.826335691,1.731769778
5.234214962,2.491859257,token_15,0,0,0,0,0,0,0,0.273451326,5.40469414,2.321380079
4.487626083,3.343916886,token_15,0,0,0,0,0,0,0,0.272687321,4.655504107,3.176038861
6.017134324,1.534135208,token_15,0,0,0,0,0,0,0,0.273310058,6.187236071,1.364033461
4.706423931,2.75500185,token_15,0,0,0,0,0,0,0,0.2783881,4.874417581,2.587008201
5.540988058,1.600613505,token_15,0,0,0,0,0,0,0,0.272234682,5.715674147,1.425927415
6.151814647,1.35111504,token_15,1,6.26734066,4.41819191,7.572265625,0.31,0.04,0.05,0.286625908,4.472125217,3.100140408
5.930406593,1.715589501,token_15,0,0,0,0,0,0,0,0.275251426,6.097217478,1.548778616
6.381697729,1.193009302,token_15,0,0,0,0,0,0,0,0.280031279,6.555190526,1.019516505
6.964965805,0.768920913,token_15,1,7.119420052,4.933123589,7.770507813,0.33,0.01,0.05,0.28853272,4.962451093,2.80805672
6.354255773,1.390373133,token_15,0,0,0,0,0,0,0,0.272628251,6.530552909,1.214075997
6.666661739,1.173670292,token_15,0,0,0,0,0,0,0,0.271347528,6.836500086,1.003831945
7.147732288,0.7770724,token_15,1,7.232767105,4.88558197,7.922851563,0.26,0.01,0.04,0.289187924,4.975155994,2.947695568
5.911007747,2.099246159,token_15,0,0,0,0,0,0,0,0.274467536,6.08030697,1.929946937
4.88781473,2.899782926,token_15,0,0,0,0,0,0,0,0.26591255,5.047615111,2.739982545
5.389894687,2.091062345,token_15,0,0,0,0,0,0,0,0.276759401,5.561622575,1.919334456
7.119806297,0.721990578,token_15,1,7.228598595,4.898538589,7.853515625,0.25,0,0.04,0.28015668,4.969296671,2.884218954
6.910516627,0.933233373,token_15,0,0,0,0,0,0,0,0.273864249,7.087798133,0.755951867
6.066359416,1.823777303,token_15,0,0,0,0,0,0,0,0.272872699,6.238449566,1.651687153
6.236963086,1.584814258,token_15,0,0,0,0,0,0,0,0.273100425,6.402070038,1.419707306
7.14075239,0.669794485,token_15,1,7.197978973,5.002212524,7.836914063,0.17,0,0.03,0.278473414,5.11804837,2.718865693
6.946263909,0.495630622,token_15,1,7.100722313,5.079742432,7.717773438,0.34,0,0.05,0.285113674,5.094620451,2.623152986
5.582558937,2.216269188,token_15,0,0,0,0,0,0,0,0.274578245,5.759247243,2.039580882
5.137450829,2.430908546,token_15,0,0,0,0,0,0,0,0.268159933,5.303815231,2.264544144
6.11175961,1.715388827,token_15,0,0,0,0,0,0,0,0.27386076,6.287273176,1.539875261
6.641479701,1.285766393,token_15,0,0,0,0,0,0,0,0.268895476,6.823028266,1.104217827
6.784749106,0.822184488,token_15,0,0,0,0,0,0,0,0.273148977,6.962421849,0.644511744
4.243753299,3.00575842,token_16,0,0,0,0,0,0,0,0.070200304,4.277323939,2.97218778
4.441632882,2.784441337,token_16,0,0,0,0,0,0,0,0.071258496,4.476506792,2.749567427
4.755105652,2.550070129,token_16,0,0,0,0,0,0,0,0.071545311,4.792896859,2.512278922
4.740784347,2.85198909,token_16,0,0,0,0,0,0,0,0.070541124,4.773679055,2.819094382
4.849581257,2.919949993,token_16,0,0,0,0,0,0,0,0.071622487,4.887221217,2.882310033
4.671824239,3.189992167,token_16,0,0,0,0,0,0,0,0.070603014,4.689457275,3.172359131
4.923706234,2.978637516,token_16,0,0,0,0,0,0,0,0.069629003,4.957296893,2.945046857
5.382075816,1.832767934,token_16,0,0,0,0,0,0,0,0.069462945,5.42217236,1.79267139
4.823906474,2.517890401,token_16,0,0,0,0,0,0,0,0.070441424,4.853001468,2.488795407
5.827022783,1.675906904,token_16,0,0,0,0,0,0,0,0.069414468,5.863017164,1.639912523
6.196701363,1.449294731,token_16,0,0,0,0,0,0,0,0.070810195,6.223394021,1.422602072
5.185922228,2.494253553,token_16,0,0,0,0,0,0,0,0.072267385,5.224746674,2.455429107
5.823729962,1.906250507,token_16,0,0,0,0,0,0,0,0.066650509,5.851864606,1.878115863
6.706334986,1.036340795,token_16,0,0,0,0,0,0,0,0.071065792,6.740374796,1.002300985
6.004557699,1.864582926,token_16,0,0,0,0,0,0,0,0.070296371,6.035216041,1.833924584
5.583730087,2.368906632,token_16,0,0,0,0,0,0,0,0.069850353,5.61650756,2.336129159
7.18404796,0.787143447,token_16,0,0,0,0,0,0,0,0.071418158,7.21790193,0.753289476
7.363564961,0.674032696,token_16,0,0,0,0,0,0,0,0.069078006,7.395149432,0.642448224
6.780717552,0.904829323,token_16,0,0,0,0,0,0,0,0.069413874,6.800589159,0.884957716
5.300906256,2.552609369,token_16,0,0,0,0,0,0,0,0.06974868,5.331105046,2.522410579
5.658024833,2.185725167,token_16,0,0,0,0,0,0,0,0.070840793,5.685808837,2.157941163
6.856196038,1.03394068,token_16,0,0,0,0,0,0,0,0.070139709,6.890164837,0.999971882
6.487588353,1.390829615,token_16,0,0,0,0,0,0,0,0.069874891,6.520627193,1.357790776
6.048880115,1.82026051,token_16,0,0,0,0,0,0,0,0.070199431,6.081430301,1.787710324
6.737303294,0.957520925,token_16,0,0,0,0,0,0,0,0.071129495,6.768223174,0.926601045
6.964808173,0.739293389,token_16,0,0,0,0,0,0,0,0.071341701,6.995236009,0.708865553
6.500597872,1.316296659,token_16,0,0,0,0,0,0,0,0.070698784,6.537249133,1.279645398
5.94432921,1.894049697,token_16,0,0,0,0,0,0,0,0.0687161,5.978049934,1.860328972
5.259674415,2.637298241,token_16,0,0,0,0,0,0,0,0.070921789,5.288241856,2.6087308
6.855111599,0.617544651,token_16,0,0,0,0,0,0,0,0.071344792,6.890250094,0.582406156
4.280944474,2.968567245,token_17,0,0,0,0,0,0,0,0.239481064,4.462195434,2.787316285
4.418832757,2.830678962,token_17,0,0,0,0,0,0,0,0.247076237,4.595801927,2.653709792
5.25937824,2.229879573,token_17,0,0,0,0,0,0,0,0.243204105,5.446748778,2.042509034
5.551652953,2.121198609,token_17,0,0,0,0,0,0,0,0.248602358,5.735254377,1.937597185
4.976269975,2.699511275,token_17,0,0,0,0,0,0,0,0.246310117,5.159113847,2.516667403
5.091738179,2.794492289,token_17,0,0,0,0,0,0,0,0.243034601,5.27169136,2.614539109
4.351262979,3.551080771,token_17,0,0,0,0,0,0,0,0.242357443,4.534912899,3.367430851
6.145579807,1.660572536,token_17,0,0,0,0,0,0,0,0.256727813,6.336950056,1.469202287
5.432669461,1.939400852,token_17,0,0,0,0,0,0,0,0.24364283,5.617817022,1.754253291
5.739350095,1.83291553,token_17,0,0,0,0,0,0,0,0.243755821,5.91940511,1.652860515
5.316794693,2.3292014,token_17,0,0,0,0,0,0,0,0.245902492,5.492174365,2.153821729
6.433471404,1.284302033,token_17,0,0,0,0,0,0,0,0.243805619,6.61606285,1.101710588
6.038080014,1.691900454,token_17,0,0,0,0,0,0,0,0.245246827,6.222386844,1.507593624
5.939073987,1.832898669,token_17,0,0,0,0,0,0,0,0.243825599,6.126017511,1.645955145
6.155079417,1.714061208,token_17,0,0,0,0,0,0,0,0.248493951,6.326575257,1.542565368
5.480259597,2.44454509,token_17,0,0,0,0,0,0,0,0.266709568,5.661954664,2.262850024
5.126798198,2.864901021,token_17,0,0,0,0,0,0,0,0.282896467,5.300226517,2.691472702
5.850339644,2.187258013,token_17,0,0,0,0,0,0,0,0.244503166,6.026045524,2.011552133
6.235679708,1.245277323,token_17,0,0,0,0,0,0,0,0.244666577,6.422540188,1.058416843
6.705947228,1.135849647,token_17,0,0,0,0,0,0,0,0.24214903,6.897088416,0.944708459
6.065638214,1.778111786,token_17,0,0,0,0,0,0,0,0.250464382,6.249312818,1.594437182
5.325727567,2.564409152,token_17,0,0,0,0,0,0,0,0.244832155,5.500586577,2.389550142
6.534645945,1.315451711,token_17,0,0,0,0,0,0,0,0.242702043,6.722866841,1.127230816
6.102892868,1.734021194,token_17,0,0,0,0,0,0,0,0.242415698,6.293408543,1.54350552
7.087893896,0.807125635,token_17,0,0,0,0,0,0,0,0.240088252,7.275557235,0.619462296
6.237671286,1.560668558,token_17,0,0,0,0,0,0,0,0.242193428,6.419553608,1.378786236
7.356225997,0.473852128,token_17,1,7.388661385,5.014717102,7.853027344,0.12,0,0.02,0.24456867,5.168340668,2.684686676
7.049217418,0.519141957,token_17,0,0,0,0,0,0,0,0.244081434,7.232187942,0.336171433
6.384117126,1.52066803,token_17,0,0,0,0,0,0,0,0.244592837,6.569612794,1.335172363
6.404137373,1.283362627,token_17,0,0,0,0,0,0,0,0.238635545,6.587226309,1.100273691
4.462195434,2.787316285,token_18,0,0,0,0,0,0,0,0.173965372,4.5824086,2.667103119
5.008073278,2.199934535,token_18,0,0,0,0,0,0,0,0.176496831,5.128632642,2.07937517
4.609898955,2.748987764,token_18,0,0,0,0,0,0,0,0.179464747,4.724073172,2.634813547
5.53172867,2.026376799,token_18,0,0,0,0,0,0,0,0.17690289,5.652254418,1.905851051
5.159113847,2.516667403,token_18,0,0,0,0,0,0,0,0.177838871,5.283933751,2.391847499
5.653141282,2.14861653,token_18,0,0,0,0,0,0,0,0.175197902,5.783508398,2.018249415
5.830672637,2.083878145,token_18,0,0,0,0,0,0,0,0.176912367,5.940733857,1.973816924
6.058717534,1.499387935,token_18,0,0,0,0,0,0,0,0.17486673,6.172908068,1.385197401
5.623501346,1.718295529,token_18,0,0,0,0,0,0,0,0.177538184,5.751501568,1.590295307
5.892604172,1.589817703,token_18,0,0,0,0,0,0,0,0.173012342,6.013171017,1.469250858
5.614743307,2.10303013,token_18,0,0,0,0,0,0,0,0.17759746,5.738721065,1.979052372
